amount_received,receiving_currency,amount_paid,payment_currency,payment_format,from_entity_type,from_bank_prefix,from_entity_account_count,from_entity_bank_count,to_entity_type,to_bank_prefix,to_entity_account_count,to_entity_bank_count,hour,day,day_of_week,is_weekend,amount_paid_log1p,amount_received_log1p,amount_abs_diff,amount_ratio_paid_to_received,same_bank,same_account,same_entity,cross_currency,is_laundering
3053.34,US Dollar,3053.34,US Dollar,ACH,Sole Proprietorship,National,1,1,Partnership,Regents Thrift,7,7,12,1,3,0,8.02431880898598,8.02431880898598,0.0,1.0,0,0,0,0,1
429577.56,Brazil Real,429577.56,Brazil Real,Cheque,Sole Proprietorship,Brazil,19,16,Sole Proprietorship,Savings,2,2,18,1,3,0,12.97055991404127,12.97055991404127,0.0,1.0,0,0,0,0,0
3340.68,Euro,3340.68,Euro,Cheque,Partnership,Slovakia,1,1,Sole Proprietorship,Italy,5,5,16,1,3,0,8.114228953523638,8.114228953523638,0.0,1.0,0,0,0,0,0
6904.98,US Dollar,6904.98,US Dollar,ACH,Sole Proprietorship,Bank of Philadelphia,7,7,Partnership,First,1,1,12,3,5,1,8.840142981913308,8.840142981913308,0.0,1.0,0,0,0,0,1
319.02,US Dollar,319.02,US Dollar,Reinvestment,Partnership,Savings,9,9,Partnership,Savings,9,9,23,1,3,0,5.768383493840728,5.768383493840728,0.0,1.0,1,1,1,0,0
814.92,US Dollar,814.92,US Dollar,Credit Card,Partnership,Willows Thrift,3,3,Partnership,First,1,1,21,1,3,0,6.7043163109422625,6.7043163109422625,0.0,1.0,0,0,0,0,1
3990.35,US Dollar,3990.35,US Dollar,Reinvestment,Partnership,Regents Cooperative,9,9,Partnership,Regents Cooperative,9,9,13,1,3,0,8.291884798522517,8.291884798522517,0.0,1.0,1,1,1,0,0
2381.41,Euro,2381.41,Euro,Credit Card,Corporation,Ireland,14,13,Corporation,France,1,1,22,1,3,0,7.775867859368887,7.775867859368887,0.0,1.0,0,0,0,0,0
6.05,US Dollar,6.05,US Dollar,Reinvestment,Partnership,First,11,11,Partnership,First,11,11,17,1,3,0,1.9530276168241774,1.9530276168241774,0.0,1.0,1,1,1,0,0
479.22,Euro,479.22,Euro,Reinvestment,Partnership,Germany,2,2,Partnership,Germany,2,2,21,1,3,0,6.174244332232631,6.174244332232631,0.0,1.0,1,1,1,0,0
69647.47,US Dollar,69647.47,US Dollar,Reinvestment,Partnership,National,7,7,Partnership,National,7,7,17,1,3,0,11.151216011988929,11.151216011988929,0.0,1.0,1,1,1,0,0
124227.18,Brazil Real,124227.18,Brazil Real,Credit Card,Sole Proprietorship,Brazil,3360,630,Corporation,Brazil,4055,869,21,1,3,0,11.729875314854894,11.729875314854894,0.0,1.0,0,0,0,0,0
2331.0,Euro,2331.0,Euro,ACH,Corporation,Spain,14,14,Partnership,Germany,25,23,16,1,3,0,7.754481547470383,7.754481547470383,0.0,1.0,0,0,0,0,0
7812517.26,Rupee,7812517.26,Rupee,Cheque,Corporation,Willows Thrift,509,230,Sole Proprietorship,India,2,2,19,1,3,0,15.871237910304062,15.871237910304062,0.0,1.0,0,0,0,0,0
3.525248,Bitcoin,3.525248,Bitcoin,Bitcoin,Sole Proprietorship,Crytpo,3576,407,Corporation,Crytpo,1765,313,19,1,3,0,1.5096723822798952,1.5096723822798952,0.0,1.0,0,0,0,0,0
90552.29,Swiss Franc,90552.29,Swiss Franc,Cheque,Sole Proprietorship,Switzerland,9,9,Sole Proprietorship,Switzerland,9,9,14,1,3,0,11.413693796168907,11.413693796168907,0.0,1.0,0,0,0,0,0
106100475.68,Yen,106100475.68,Yen,Reinvestment,Corporation,Japan,1,1,Corporation,Japan,1,1,22,1,3,0,18.479897096316815,18.479897096316815,0.0,1.0,1,1,1,0,0
12154.36,US Dollar,12154.36,US Dollar,Reinvestment,Partnership,National,5,5,Partnership,National,5,5,18,1,3,0,9.405525503753019,9.405525503753019,0.0,1.0,1,1,1,0,0
0.014255,Bitcoin,0.014255,Bitcoin,Bitcoin,Sole Proprietorship,Crytpo,3576,407,Corporation,Crytpo,1765,313,14,1,3,0,0.014154352843315952,0.014154352843315952,0.0,1.0,0,0,0,0,0
17811.36,US Dollar,17811.36,US Dollar,Credit Card,Sole Proprietorship,First,1,1,Partnership,Savings,1,1,15,1,3,0,9.787647877330997,9.787647877330997,0.0,1.0,0,0,0,0,0
71.91,Euro,71.91,Euro,Cheque,Corporation,Italy,4,4,Corporation,Italy,8,8,15,1,3,0,4.289225803818339,4.289225803818339,0.0,1.0,0,0,0,0,0
5380.87,Shekel,5380.87,Shekel,Credit Card,Sole Proprietorship,Israel,3,3,Partnership,Israel,1,1,17,1,3,0,8.590791176405752,8.590791176405752,0.0,1.0,0,0,0,0,0
5943.17,Euro,5943.17,Euro,Cheque,Sole Proprietorship,Willows Thrift,13,11,Sole Proprietorship,First,3,3,21,1,3,0,8.690166186257795,8.690166186257795,0.0,1.0,0,0,0,0,0
35598.02,Ruble,35598.02,Ruble,Cheque,Corporation,Russia,9,9,Corporation,Japan,865,182,12,1,3,0,10.480073388371329,10.480073388371329,0.0,1.0,0,0,0,0,0
44612.8,US Dollar,44612.8,US Dollar,Reinvestment,Partnership,First,8,8,Partnership,First,8,8,21,1,3,0,10.705798507188934,10.705798507188934,0.0,1.0,1,1,1,0,0
462.86,Euro,462.86,Euro,Credit Card,Partnership,Germany,1,1,Partnership,Italy,1,1,15,1,3,0,6.1395827825604385,6.1395827825604385,0.0,1.0,0,0,0,0,0
8105.89,US Dollar,8105.89,US Dollar,Reinvestment,Corporation,National,9,9,Corporation,National,9,9,16,1,3,0,9.000469596374623,9.000469596374623,0.0,1.0,1,1,1,0,0
23.76,US Dollar,23.76,US Dollar,Reinvestment,Sole Proprietorship,Sea,9,9,Sole Proprietorship,Sea,9,9,22,1,3,0,3.2092294478163956,3.2092294478163956,0.0,1.0,1,1,1,0,0
29638.64,Rupee,29638.64,Rupee,Cheque,Sole Proprietorship,India,1,1,Partnership,India,5,5,16,1,3,0,10.296867933587276,10.296867933587276,0.0,1.0,0,0,0,0,0
1223.42,Rupee,1223.42,Rupee,Cheque,Sole Proprietorship,Slovakia,3,3,Partnership,India,1,1,16,1,3,0,7.110222541469049,7.110222541469049,0.0,1.0,0,0,0,0,0
17.94,UK Pound,17.94,UK Pound,Cash,Partnership,UK,23,21,Sole Proprietorship,UK,1,1,20,1,3,0,2.9412760877579323,2.9412760877579323,0.0,1.0,0,0,0,0,0
39536.99,Mexican Peso,39536.99,Mexican Peso,Cheque,Partnership,Mexico,1,1,Partnership,Mexico,7,7,18,1,3,0,10.58501726083461,10.58501726083461,0.0,1.0,0,0,0,0,0
243.62,Euro,243.62,Euro,Credit Card,Partnership,Germany,4,4,Corporation,Netherlands,1,1,18,1,3,0,5.499705986059217,5.499705986059217,0.0,1.0,0,0,0,0,0
362522.44,Shekel,362522.44,Shekel,Cheque,Sole Proprietorship,Israel,5,5,Partnership,Israel,5,5,17,1,3,0,12.80084441325533,12.80084441325533,0.0,1.0,0,0,0,0,0
4276.64,Euro,4276.64,Euro,Cheque,Sole Proprietorship,Italy,1,1,Corporation,Italy,4,4,13,1,3,0,8.361156734628766,8.361156734628766,0.0,1.0,0,0,0,0,0
178.11,Euro,178.11,Euro,Cheque,Sole Proprietorship,Germany,2,2,Corporation,Savings,1,1,23,1,3,0,5.1880001422371675,5.1880001422371675,0.0,1.0,0,0,0,0,0
771.17,US Dollar,771.17,US Dollar,ACH,Corporation,National,1,1,Sole Proprietorship,First,1,1,21,1,3,0,6.649204733036604,6.649204733036604,0.0,1.0,0,0,0,0,0
104.36,Brazil Real,104.36,Brazil Real,ACH,Partnership,Brazil,1,1,Sole Proprietorship,Brazil,1,1,16,1,3,0,4.657383057435026,4.657383057435026,0.0,1.0,0,0,0,0,0
156963.54,Euro,156963.54,Euro,Wire,Corporation,Germany,11,11,Corporation,France,6,6,21,1,3,0,11.963775198947651,11.963775198947651,0.0,1.0,0,0,0,0,0
3895.42,Canadian Dollar,3895.42,Canadian Dollar,Cheque,Partnership,Canada,1,1,Partnership,Canada,1,1,16,1,3,0,8.267813461826856,8.267813461826856,0.0,1.0,0,0,0,0,0
502214.76,US Dollar,502214.76,US Dollar,Reinvestment,Corporation,First,1,1,Corporation,First,1,1,20,1,3,0,13.126785107132774,13.126785107132774,0.0,1.0,1,1,1,0,0
6.02,US Dollar,6.02,US Dollar,Reinvestment,Partnership,National,8,8,Partnership,National,8,8,18,1,3,0,1.9487632180377197,1.9487632180377197,0.0,1.0,1,1,1,0,0
14423232.46,Rupee,14423232.46,Rupee,Reinvestment,Sole Proprietorship,India,7,7,Sole Proprietorship,India,7,7,13,1,3,0,16.484350899080972,16.484350899080972,0.0,1.0,1,1,1,0,0
193511.35,Saudi Riyal,193511.35,Saudi Riyal,Reinvestment,Partnership,Saudi Arabia,5,5,Partnership,Saudi Arabia,5,5,16,1,3,0,12.173096613704695,12.173096613704695,0.0,1.0,1,1,1,0,0
13.95,US Dollar,13.95,US Dollar,Reinvestment,Sole Proprietorship,First,1,1,Sole Proprietorship,First,1,1,17,1,3,0,2.7047112998366956,2.7047112998366956,0.0,1.0,1,1,1,0,0
290.26,US Dollar,290.26,US Dollar,Cheque,Partnership,Willows Thrift,3,3,Sole Proprietorship,Desert Trust,1,1,17,1,3,0,5.674216339054435,5.674216339054435,0.0,1.0,0,0,0,0,0
73746.01,Yuan,73746.01,Yuan,Reinvestment,Corporation,China,1,1,Corporation,China,1,1,16,1,3,0,11.20839573100732,11.20839573100732,0.0,1.0,1,1,1,0,0
17.14,Euro,17.14,Euro,Reinvestment,Sole Proprietorship,France,7,7,Sole Proprietorship,France,7,7,20,1,3,0,2.8981194446869907,2.8981194446869907,0.0,1.0,1,1,1,0,0
9.1,US Dollar,9.1,US Dollar,Reinvestment,Corporation,First,5,5,Corporation,First,5,5,13,1,3,0,2.312535423847214,2.312535423847214,0.0,1.0,1,1,1,0,0
24.02,US Dollar,24.02,US Dollar,Reinvestment,Sole Proprietorship,First,8,8,Sole Proprietorship,First,8,8,16,1,3,0,3.219675505038765,3.219675505038765,0.0,1.0,1,1,1,0,0
556.29,Euro,556.29,Euro,Reinvestment,Partnership,France,8,8,Partnership,France,8,8,19,1,3,0,6.323085750757584,6.323085750757584,0.0,1.0,1,1,1,0,0
20594.89,Yuan,20594.89,Yuan,Credit Card,Partnership,Savings,2,2,Partnership,China,1,1,16,1,3,0,9.932846820308887,9.932846820308887,0.0,1.0,0,0,0,0,0
26336.17,Shekel,26336.17,Shekel,Reinvestment,Corporation,Israel,2372,770,Corporation,Israel,2372,770,22,1,3,0,10.17873652837092,10.17873652837092,0.0,1.0,1,1,1,0,0
88729.09,Shekel,88729.09,Shekel,Cheque,Partnership,Willows Thrift,2872,683,Corporation,Israel,2289,418,16,1,3,0,11.393354344141954,11.393354344141954,0.0,1.0,0,0,0,0,0
1037.07,US Dollar,1037.07,US Dollar,Cheque,Corporation,Desert,1,1,Partnership,First,1,1,13,1,3,0,6.945118498831612,6.945118498831612,0.0,1.0,0,0,0,0,0
331.24,US Dollar,331.24,US Dollar,Cash,Corporation,Savings,1,1,Corporation,Bank of Seattle,1,1,17,1,3,0,5.805857599322498,5.805857599322498,0.0,1.0,0,0,0,0,0
9.81,Euro,9.81,Euro,Reinvestment,Sole Proprietorship,Italy,5,5,Sole Proprietorship,Italy,5,5,13,1,3,0,2.3804716316511167,2.3804716316511167,0.0,1.0,1,1,1,0,0
2043.58,US Dollar,2043.58,US Dollar,Reinvestment,Sole Proprietorship,Bank of the Valley,8,8,Sole Proprietorship,Bank of the Valley,8,8,17,1,3,0,7.622947668410648,7.622947668410648,0.0,1.0,1,1,1,0,0
4714.21,US Dollar,4714.21,US Dollar,Credit Card,Partnership,Oasis,4,4,Partnership,Bank of Tuscon,1,1,15,1,3,0,8.458548732781995,8.458548732781995,0.0,1.0,0,0,0,0,0
570.37,Euro,570.37,Euro,ACH,Corporation,France,2,2,Corporation,France,5,5,15,1,3,0,6.348036985793231,6.348036985793231,0.0,1.0,0,0,0,0,0
64393.04,Euro,64393.04,Euro,Reinvestment,Partnership,France,4,4,Partnership,France,4,4,18,1,3,0,11.072776361225895,11.072776361225895,0.0,1.0,1,1,1,0,0
27901.82,Yen,27901.82,Yen,Credit Card,Sole Proprietorship,Mexico,1,1,Corporation,Japan,1,1,18,1,3,0,10.236483037970514,10.236483037970514,0.0,1.0,0,0,0,0,0
304798.75,Rupee,304798.75,Rupee,Cheque,Sole Proprietorship,India,1,1,Sole Proprietorship,India,1,1,23,1,3,0,12.627410282584318,12.627410282584318,0.0,1.0,0,0,0,0,0
15223.31,Australian Dollar,15223.31,Australian Dollar,Cheque,Sole Proprietorship,Australia,1,1,Sole Proprietorship,Australia,1,1,17,1,3,0,9.630648771354062,9.630648771354062,0.0,1.0,0,0,0,0,0
2034.64,Euro,2034.64,Euro,Reinvestment,Sole Proprietorship,France,81,71,Sole Proprietorship,France,81,71,21,1,3,0,7.618565544747592,7.618565544747592,0.0,1.0,1,1,1,0,0
15853.08,Yuan,15853.08,Yuan,Cheque,Partnership,China,1,1,Partnership,China,1,1,18,1,3,0,9.671182159429533,9.671182159429533,0.0,1.0,0,0,0,0,0
9035.05,US Dollar,9035.05,US Dollar,Cheque,Corporation,Bank of Helena,6,6,Partnership,National,9,9,23,1,3,0,9.108977410994452,9.108977410994452,0.0,1.0,0,0,0,0,0
0.078565,Bitcoin,0.078565,Bitcoin,Bitcoin,Partnership,Crytpo,8899,695,Partnership,Crytpo,620,280,20,1,3,0,0.07563145392295692,0.07563145392295692,0.0,1.0,0,0,0,0,0
9.59,Euro,9.59,Euro,Cheque,Sole Proprietorship,Belgium,35,33,Partnership,France,158,121,16,1,3,0,2.359910159613315,2.359910159613315,0.0,1.0,0,0,0,0,0
8048.41,Saudi Riyal,8048.41,Saudi Riyal,Cheque,Corporation,Saudi Arabia,7,7,Partnership,Israel,2,2,19,1,3,0,8.99335407580116,8.99335407580116,0.0,1.0,0,0,0,0,0
81.04,Euro,81.04,Euro,Credit Card,Sole Proprietorship,Savings,1,1,Partnership,Italy,7,6,20,1,3,0,4.40720693320418,4.40720693320418,0.0,1.0,0,0,0,0,0
417700.4,US Dollar,417700.4,US Dollar,Cheque,Partnership,Bank of New York,5,5,Corporation,Bank of Montpelier,1,1,15,1,3,0,12.942522102167464,12.942522102167464,0.0,1.0,0,0,0,0,0
1.524212,Bitcoin,1.524212,Bitcoin,Bitcoin,Sole Proprietorship,Crytpo,3576,407,Partnership,Crytpo,544,355,13,1,3,0,0.9259289348125525,0.9259289348125525,0.0,1.0,0,0,0,0,0
2573.15,Yen,2573.15,Yen,Reinvestment,Sole Proprietorship,Japan,6,6,Sole Proprietorship,Japan,6,6,15,1,3,0,7.853274661516422,7.853274661516422,0.0,1.0,1,1,1,0,0
4695.89,Yuan,4695.89,Yuan,ACH,Partnership,China,105,91,Corporation,China,2,2,13,1,3,0,8.454655866549015,8.454655866549015,0.0,1.0,0,0,0,0,0
561.11,Euro,561.11,Euro,Cheque,Sole Proprietorship,Belgium,28,26,Corporation,Slovakia,5,4,20,1,3,0,6.331697560278531,6.331697560278531,0.0,1.0,0,0,0,0,0
85.94,Euro,85.94,Euro,Cheque,Corporation,Greece,3,3,Sole Proprietorship,Slovakia,2,2,13,1,3,0,4.465218225560646,4.465218225560646,0.0,1.0,0,0,0,0,0
862306.06,Australian Dollar,862306.06,Australian Dollar,Reinvestment,Partnership,Australia,1,1,Partnership,Australia,1,1,22,1,3,0,13.667366704312675,13.667366704312675,0.0,1.0,1,1,1,0,0
32067.51,US Dollar,32067.51,US Dollar,Cheque,Partnership,First,1,1,Corporation,Desert Trust,1,1,13,1,3,0,10.375629830741007,10.375629830741007,0.0,1.0,0,0,0,0,0
365.3,Canadian Dollar,365.3,Canadian Dollar,Wire,Partnership,Canada,1,1,Sole Proprietorship,Canada,2,2,15,1,3,0,5.903452669784769,5.903452669784769,0.0,1.0,1,0,0,0,0
9.86,US Dollar,9.86,US Dollar,Reinvestment,Sole Proprietorship,The Pine Thrift,8,8,Sole Proprietorship,The Pine Thrift,8,8,21,1,3,0,2.3850863145057892,2.3850863145057892,0.0,1.0,1,1,1,0,0
337340.51,US Dollar,337340.51,US Dollar,ACH,Sole Proprietorship,National,1,1,Partnership,Bank of Arkadelphia,1,1,23,1,3,0,12.72885107899811,12.72885107899811,0.0,1.0,0,0,0,0,0
17.85,US Dollar,17.85,US Dollar,Reinvestment,Partnership,First,5,5,Partnership,First,5,5,18,1,3,0,2.93651291389402,2.93651291389402,0.0,1.0,1,1,1,0,0
3381.27,Shekel,3381.27,Shekel,Cheque,Partnership,Willows Thrift,2872,683,Sole Proprietorship,Israel,1,1,13,1,3,0,8.126302360689433,8.126302360689433,0.0,1.0,0,0,0,0,0
354389.16,Yen,354389.16,Yen,Credit Card,Corporation,Japan,697,227,Sole Proprietorship,Japan,1,1,16,1,3,0,12.778153732090582,12.778153732090582,0.0,1.0,0,0,0,0,0
29130243.26,Rupee,29130243.26,Rupee,Reinvestment,Sole Proprietorship,India,1,1,Sole Proprietorship,India,1,1,21,1,3,0,17.18728751407039,17.18728751407039,0.0,1.0,1,1,1,0,0
34494.01,Yuan,34494.01,Yuan,Cheque,Partnership,China,1,1,Sole Proprietorship,China,16,12,18,1,3,0,10.448569954877254,10.448569954877254,0.0,1.0,0,0,0,0,0
30.25,Yuan,30.25,Yuan,Reinvestment,Corporation,China,1,1,Corporation,China,1,1,16,1,3,0,3.4420193761824107,3.4420193761824107,0.0,1.0,1,1,1,0,0
675.7,US Dollar,675.7,US Dollar,Cheque,Sole Proprietorship,Bank of Los Angeles,1,1,Corporation,Regents Federal,1,1,15,1,3,0,6.5172280432381795,6.5172280432381795,0.0,1.0,0,0,0,0,0
12416.85,Saudi Riyal,12416.85,Saudi Riyal,Reinvestment,Partnership,Israel,3,3,Partnership,Israel,3,3,17,1,3,0,9.42689023261207,9.42689023261207,0.0,1.0,1,1,1,0,0
0.000271,Bitcoin,0.000271,Bitcoin,Bitcoin,Sole Proprietorship,First,3576,407,Partnership,Crytpo,8899,695,18,1,3,0,0.00027096328613282223,0.00027096328613282223,0.0,1.0,0,0,0,0,0
16898.2,Euro,16898.2,Euro,Credit Card,Corporation,Spain,3,3,Partnership,Belgium,3,3,14,1,3,0,9.735021562512614,9.735021562512614,0.0,1.0,0,0,0,0,0
1690.62,US Dollar,1690.62,US Dollar,Cheque,Partnership,National,1,1,Sole Proprietorship,Heath Savings,1,1,15,1,3,0,7.433441928654475,7.433441928654475,0.0,1.0,0,0,0,0,0
56044.56,Yen,56044.56,Yen,Cheque,Sole Proprietorship,Japan,79,30,Corporation,Mexico,7,7,23,1,3,0,10.933920210376014,10.933920210376014,0.0,1.0,0,0,0,0,0
24.01,US Dollar,24.01,US Dollar,Cheque,Sole Proprietorship,Bank of Tuscon,9,9,Sole Proprietorship,First,8,8,19,1,3,0,3.219275744889528,3.219275744889528,0.0,1.0,0,0,0,0,0
142982513.71,Rupee,142982513.71,Rupee,Reinvestment,Corporation,India,3,3,Corporation,India,3,3,16,1,3,0,18.77823290599277,18.77823290599277,0.0,1.0,1,1,1,0,0
4275.02,Euro,4275.02,Euro,ACH,Corporation,First,1,1,Partnership,Greece,5,5,12,2,4,0,8.360777949402474,8.360777949402474,0.0,1.0,0,0,0,0,1
301502.68,US Dollar,301502.68,US Dollar,Reinvestment,Sole Proprietorship,First,1,1,Sole Proprietorship,First,1,1,17,1,3,0,12.616537500713363,12.616537500713363,0.0,1.0,1,1,1,0,0
1597.82,Euro,1597.82,Euro,Cash,Corporation,Germany,1,1,Corporation,France,4,4,20,1,3,0,7.377021136140963,7.377021136140963,0.0,1.0,0,0,0,0,0
259.85,US Dollar,259.85,US Dollar,Credit Card,Sole Proprietorship,Mountain Bancorp,1,1,Corporation,First,8,8,18,1,3,0,5.563945529468402,5.563945529468402,0.0,1.0,0,0,0,0,0
410.65,US Dollar,410.65,US Dollar,Credit Card,Sole Proprietorship,Flagstone Federal,1,1,Corporation,First,1,1,17,1,3,0,6.020173473744435,6.020173473744435,0.0,1.0,0,0,0,0,0
1121.82,Saudi Riyal,1121.82,Saudi Riyal,Credit Card,Partnership,Saudi Arabia,319,223,Partnership,Saudi Arabia,3013,811,0,2,4,0,7.023598656940414,7.023598656940414,0.0,1.0,0,0,0,0,0
13.2,Euro,13.2,Euro,Reinvestment,Partnership,Germany,1,1,Partnership,Germany,1,1,23,1,3,0,2.653241964607215,2.653241964607215,0.0,1.0,1,1,1,0,0
180174.95,US Dollar,180174.95,US Dollar,Wire,Corporation,First,1,1,Sole Proprietorship,First,1,1,5,2,4,0,12.10168915243033,12.10168915243033,0.0,1.0,0,0,0,0,0
122.07,Euro,122.07,Euro,Cheque,Partnership,Greece,1,1,Corporation,Germany,6,6,4,2,4,0,4.812753299184245,4.812753299184245,0.0,1.0,0,0,0,0,0
2016.32,US Dollar,2016.32,US Dollar,Cheque,Sole Proprietorship,National,1,1,Corporation,National,1,1,1,2,4,0,7.6095251768329675,7.6095251768329675,0.0,1.0,0,0,0,0,0
91820.81,Euro,91820.81,Euro,Reinvestment,Sole Proprietorship,France,2,2,Sole Proprietorship,France,2,2,23,1,3,0,11.427605130089866,11.427605130089866,0.0,1.0,1,1,1,0,0
1855.47,Brazil Real,1855.47,Brazil Real,Credit Card,Sole Proprietorship,Brazil,6,6,Corporation,Brazil,1,1,3,2,4,0,7.526432114046764,7.526432114046764,0.0,1.0,0,0,0,0,0
12398.8,Yen,12398.8,Yen,Credit Card,Corporation,Japan,11,11,Partnership,Japan,5,5,23,1,3,0,9.425435622430795,9.425435622430795,0.0,1.0,0,0,0,0,0
23150.34,US Dollar,23150.34,US Dollar,Cheque,Sole Proprietorship,First,6,6,Sole Proprietorship,Brook Savings,1,1,0,2,4,0,10.049807941208533,10.049807941208533,0.0,1.0,0,0,0,0,0
36041.58,US Dollar,36041.58,US Dollar,Cheque,Sole Proprietorship,Bank of New Orleans,10,10,Partnership,Plateau Bancorp,8,8,10,2,4,0,10.492456296285454,10.492456296285454,0.0,1.0,0,0,0,0,0
9533.11,US Dollar,9533.11,US Dollar,Cheque,Partnership,Willows Thrift,3,3,Corporation,City National,1,1,3,2,4,0,9.162631173352922,9.162631173352922,0.0,1.0,0,0,0,0,1
6176.33,Yuan,6176.33,Yuan,Cheque,Partnership,China,6,5,Partnership,China,1,1,8,2,4,0,8.728641418261118,8.728641418261118,0.0,1.0,0,0,0,0,0
1158.13,Yuan,1158.13,Yuan,Cheque,Corporation,China,1,1,Sole Proprietorship,China,1,1,0,2,4,0,7.055425002709706,7.055425002709706,0.0,1.0,0,0,0,0,0
2410.03,US Dollar,2410.03,US Dollar,Cheque,Partnership,National,1,1,Sole Proprietorship,Dawn,1,1,10,2,4,0,7.78780932107348,7.78780932107348,0.0,1.0,0,0,0,0,0
3015.46,Canadian Dollar,3015.46,Canadian Dollar,Reinvestment,Partnership,Canada,173,108,Partnership,Canada,173,108,23,1,3,0,8.011839237391769,8.011839237391769,0.0,1.0,1,1,1,0,0
253077.21,Euro,253077.21,Euro,Cheque,Corporation,Italy,1,1,Partnership,France,2,2,3,2,4,0,12.441453850373472,12.441453850373472,0.0,1.0,0,0,0,0,0
1290.41,US Dollar,1290.41,US Dollar,Credit Card,Partnership,Willows Thrift,3,3,Sole Proprietorship,Plateau,1,1,0,2,4,0,7.163489923696535,7.163489923696535,0.0,1.0,0,0,0,0,0
9513.86,Yuan,9513.86,Yuan,Cheque,Sole Proprietorship,China,2,2,Sole Proprietorship,China,2,2,1,2,4,0,9.160610066011914,9.160610066011914,0.0,1.0,0,0,0,0,0
11911.58,US Dollar,11911.58,US Dollar,Cash,Partnership,Savings,1,1,Corporation,Savings,1,1,2,2,4,0,9.385350263574745,9.385350263574745,0.0,1.0,0,0,0,0,0
1005.62,US Dollar,1005.62,US Dollar,Credit Card,Partnership,National,1,1,Sole Proprietorship,Bank of Harrisburg,1,1,10,2,4,0,6.9143534630103645,6.9143534630103645,0.0,1.0,0,0,0,0,0
9767.15,US Dollar,9767.15,US Dollar,Credit Card,Partnership,Bank of Helena,1,1,Sole Proprietorship,National,1,1,10,2,4,0,9.18688237193799,9.18688237193799,0.0,1.0,0,0,0,0,0
6665.47,Australian Dollar,6665.47,Australian Dollar,Cheque,Corporation,Australia,4,4,Partnership,Australia,7,7,1,2,4,0,8.804845763432885,8.804845763432885,0.0,1.0,0,0,0,0,0
59.35,Euro,59.35,Euro,Credit Card,Partnership,Slovenia,103,80,Corporation,Slovakia,3,3,0,2,4,0,4.10016094754354,4.10016094754354,0.0,1.0,0,0,0,0,0
334.57,US Dollar,334.57,US Dollar,Credit Card,Partnership,First,7,7,Sole Proprietorship,Bank of New Orleans,1,1,9,2,4,0,5.815830578463844,5.815830578463844,0.0,1.0,0,0,0,0,0
2363.05,UK Pound,2363.05,UK Pound,Credit Card,Sole Proprietorship,UK,1,1,Sole Proprietorship,UK,1,1,7,2,4,0,7.768131528894535,7.768131528894535,0.0,1.0,0,0,0,0,0
6328.3,US Dollar,6328.3,US Dollar,Reinvestment,Corporation,Mountain Bancorp,1,1,Corporation,Mountain Bancorp,1,1,23,1,3,0,8.752944924505135,8.752944924505135,0.0,1.0,1,1,1,0,0
350.55,Euro,350.55,Euro,Cheque,Sole Proprietorship,Germany,15,15,Corporation,France,3,3,2,2,4,0,5.862351948645171,5.862351948645171,0.0,1.0,0,0,0,0,0
882297.11,US Dollar,882297.11,US Dollar,Wire,Corporation,National,1,1,Corporation,National,1,1,10,2,4,0,13.690285271079373,13.690285271079373,0.0,1.0,0,0,0,0,0
5.2,US Dollar,5.2,US Dollar,Credit Card,Corporation,Savings,5,5,Sole Proprietorship,First,1,1,0,2,4,0,1.824549292051046,1.824549292051046,0.0,1.0,0,0,0,0,0
2000.38,US Dollar,2000.38,US Dollar,Cheque,Partnership,National,1,1,Sole Proprietorship,Spruce Community,1,1,2,2,4,0,7.601592221601528,7.601592221601528,0.0,1.0,0,0,0,0,0
19284.93,Brazil Real,19284.93,Brazil Real,Cheque,Partnership,Brazil,3,3,Sole Proprietorship,Canada,1,1,6,2,4,0,9.867131093487885,9.867131093487885,0.0,1.0,0,0,0,0,0
416.2,Euro,416.2,Euro,Cheque,Corporation,Germany,1,1,Corporation,Italy,8,8,1,2,4,0,6.0335657231266175,6.0335657231266175,0.0,1.0,0,0,0,0,0
14112.35,US Dollar,14112.35,US Dollar,ACH,Corporation,National,1,1,Partnership,Savings,6,6,8,2,4,0,9.554876436936441,9.554876436936441,0.0,1.0,0,0,0,0,0
448.25,US Dollar,448.25,US Dollar,Credit Card,Partnership,Bank of Indianapolis,6,6,Partnership,Mountain Federal,1,1,6,2,4,0,6.1075795256636685,6.1075795256636685,0.0,1.0,0,0,0,0,0
121970.75,Yuan,121970.75,Yuan,Cheque,Partnership,Willows Thrift,27,26,Sole Proprietorship,China,125,77,2,2,4,0,11.711544739524795,11.711544739524795,0.0,1.0,0,0,0,0,0
21378.02,US Dollar,21378.02,US Dollar,Credit Card,Partnership,National,1,1,Sole Proprietorship,National,1,1,6,2,4,0,9.97016534629742,9.97016534629742,0.0,1.0,0,0,0,0,0
3023.84,Euro,3023.84,Euro,Cash,Sole Proprietorship,Savings,2,2,Sole Proprietorship,Ireland,1,1,23,1,3,0,8.014613476504097,8.014613476504097,0.0,1.0,0,0,0,0,0
7612.51,US Dollar,7612.51,US Dollar,Cheque,Partnership,Brook Savings,1,1,Sole Proprietorship,Fieldstone Bancorp,1,1,0,2,4,0,8.937679579736285,8.937679579736285,0.0,1.0,0,0,0,0,0
